,query,museum_id,museum_name,rel
14,in chicago,655,Bonnet House Museum & Gardens,1
15,in chicago,1935,Maine State Building,1
16,in chicago,5401,Western Union Junction Railroad Museum,1
17,in chicago,1164,Chicago History Museum,5
18,in chicago,1600,Rock Island Depot Museum,1
19,in chicago,1177,Draewell Gallery at Judson University,4
20,in chicago,1318,Ryan Round Barn,1
21,in chicago,1335,Ukrainian National Museum,5
22,in chicago,1316,Ronald Reagan Birthplace,1
23,in chicago,1226,Intuit: The Center for Intuitive and Outsider Art,5
24,in chicago,1220,Illinois Holocaust Museum and Education Center,5
25,in chicago,1561,Historic General Dodge House,1
26,in chicago,1166,Chicago Sports Museum,5
27,in chicago,1534,Catholic Historical Center at St. Boniface,1
28,in chicago,1324,Southern Illinois Art & Artisans Center,1
29,in chicago,1344,Wadsworth Family Gallery at Lewis University,5
30,in chicago,1137,Balzekas Museum of Lithuanian Culture,5
31,in chicago,1283,National Hellenic Museum,5
32,in chicago,2861,National Museum of Transportation,1
33,in chicago,775,Hugh Taylor Birch State Park,1
34,in chicago,1701,University of Kansas Natural History Museum,1
35,in chicago,1491,Samara House,1
36,in chicago,1293,North Central College Galleries,4
37,in chicago,2529,Steam Railroading Institute,1
38,in chicago,1462,Midwest Museum of American Art,1
39,in chicago,1426,Indiana Railway Museum,1
40,in chicago,1993,Academy Art Museum,1
41,in chicago,1227,International Museum of Surgical Science,5
42,in chicago,2525,Southern Michigan Railroad Museum,1
43,in chicago,1292,Norwood Park Historical Society Museum,5
44,in chicago,1157,Cernan Earth and Space Center,2
45,in chicago,835,Morse Museum,1
46,in chicago,2983,Thomas P. Kennard House,1
47,in chicago,1279,Museum of Contemporary Photography,5
48,in chicago,1465,National New York Central Railroad Museum,1
49,in chicago,1536,Cedar Rock State Park,1
50,in chicago,1275,Money Museum,4
51,in chicago,5332,Mid-Continent Railway Museum,1
52,in chicago,4397,Zoellner Arts Center,1
53,in chicago,2957,Mansion on the Hill,1
54,in chicago,2918,Wright Zoological Museum,1
55,in chicago,3922,Bicycle Museum of America,1
56,in chicago,1360,Barker Mansion,1
57,in chicago,1230,Isle a la Cache Museum,4
58,in chicago,1204,Garfield Farm and Inn Museum,2
59,in chicago,2948,Hastings Museum,1
60,in chicago,4975,McCormick Observatory,1
61,in chicago,1160,Chicago Athenaeum: Museum of Architecture and Design,5
62,in chicago,4052,Strock Stone House,1
63,in chicago,1185,Elgin Fire Barn No. 5 Museum,1
64,in chicago,2390,Durand Union Station,1
65,in chicago,1303,Pleasant Home,2
66,in chicago,1200,Frances Willard House,4
67,in chicago,1441,Kosciusko County Jail Museum,1
68,in chicago,5018,Radford University Art Museum,1
69,in chicago,1443,Lake County Historical Museum,2
70,in chicago,5384,Sterling North Home and Museum,1
71,in chicago,1184,Elgin Community College Visual and Performing Arts Center,1
72,in chicago,1343,Volo Auto Museum,3
73,in chicago,1285,National Museum of Mexican Art,5
74,in chicago,3057,Zimmerman House,1
75,in chicago,1300,Perry Farm Park,2
76,in chicago,1322,Smart Museum of Art,5
77,in chicago,1212,Hawthorne Works Museum,4
78,in chicago,371,Fiske Planetarium,1
79,in chicago,1207,Glessner House Museum,5
80,in chicago,1211,Grove National Historic Landmark,1
81,in chicago,354,Colorado Railroad Museum,1
82,in chicago,3619,Terra Cotta Museum,1
83,in chicago,4076,American Banjo Museum,1
84,in chicago,234,Helena Museum of Phillips County,1
85,in chicago,1168,Clarke House Museum,5
86,in chicago,2730,Wabasha County Historical Museum,1
87,in chicago,1223,Illinois State Museum,5
88,in chicago,1191,Ellwood House Museum,2
89,in chicago,1535,Cedar Rapids Museum of Art,1
90,in chicago,1373,Chellberg Farmhouse,1
91,in chicago,1134,Art Institute of Chicago,5
92,in chicago,1138,Batavia Depot Museum,2
93,in chicago,3398,George Barton House,1
94,in chicago,1179,DuPage County Historical Museum,2
95,in chicago,2863,Nodaway County Historical Society Museum,1
96,in chicago,1126,Adler Planetarium,5
97,in chicago,1349,Will County Historical Society Museum,1
98,in chicago,2819,Felix Vallé House State Historic Site,1
99,in chicago,1531,Burlington Northern Depot & WWII Memorial Museum,1
100,in chicago,5263,Bernard Schwartz House,1
101,in chicago,1197,Field Museum of Natural History,5
102,in chicago,5265,Beulah Brinton House,1
103,in chicago,1330,Starved Rock State Park,1
104,in chicago,780,Jewish Museum of Florida,1
105,in chicago,1329,Star Worlds Arcade,1
106,in chicago,4636,Customs House Museum and Cultural Center,1
107,in chicago,1266,Mary and Leigh Block Museum of Art,5
108,in chicago,2498,Pickle Barrel House Museum,1
109,in chicago,1278,Museum of Broadcast Communications,5
110,in chicago,5412,Wisconsin State Firefighters Memorial,1
111,in chicago,2546,Walker Tavern,1
112,in chicago,1287,National Museum of Ship Models and Sea History,1
113,in chicago,1237,John C. Flanagan House Museum,1
114,in chicago,5186,African-American Heritage Family Museum,1
115,in chicago,1282,Naper Settlement,3
116,in chicago,1147,Bronzeville Children's Museum,5
117,in chicago,652,Boca Express Train Museum,1
118,in chicago,1320,Shiloh House,2
119,in chicago,1163,Chicago Cultural Center,5
0,in Detroit,2495,Pewabic Pottery,5
1,in Detroit,3407,Graycliff,1
2,in Detroit,2407,Forty Mile Point Light,1
3,in Detroit,2517,Scarab Club,4
4,in Detroit,2478,Motorsports Hall of Fame of America,1
5,in Detroit,5519,Delta Flight Museum,1
6,in Detroit,2555,Wills Ste. Claire Auto Museum,2
7,in Detroit,4004,"McKinley Memorial Library, Museum & Birthplace Home",1
8,in Detroit,1525,Bob Feller Museum,1
9,in Detroit,2543,USS LST 393 Veterans Museum,1
10,in Detroit,2542,USCGC Acacia,1
11,in Detroit,5570,Mill Neck Manor,1
12,in Detroit,5310,Jeremiah Curtin House,1
13,in Detroit,1652,Fort Riley Museums,1
14,in Detroit,2473,Michigan Supreme Court Learning Center,2
15,in Detroit,62,Rickwood Field,1
16,in Detroit,2419,Grand Valley State University Art Galleries,2
17,in Detroit,2483,New Presque Isle Light,1
18,in Detroit,1386,Elwood Haynes Museum,1
19,in Detroit,1762,Louisville Slugger Museum & Factory,1
20,in Detroit,2388,Detroit Institute of Arts,5
21,in Detroit,2393,Edsel and Eleanor Ford House,4
22,in Detroit,2430,The Henry Ford,5
23,in Detroit,5476,Saint John Paul II National Shrine,1
24,in Detroit,1319,Shedd Aquarium,1
25,in Detroit,2460,Marshlands Museum and Nature Center,3
26,in Detroit,2472,Michigan State University Bug House,2
27,in Detroit,2387,Detroit Historical Museum,5
28,in Detroit,2531,Stuart House Museum,1
29,in Detroit,2485,Oakland University Art Gallery,2
30,in Detroit,2560,Ypsilanti Automotive Heritage Museum,2
31,in Detroit,3962,Fort Meigs,1
32,in Detroit,2403,Ford Piquette Avenue Plant,5
33,in Detroit,2455,Lumberman's Monument,1
34,in Detroit,2349,Ann Arbor Hands-On Museum,2
35,in Detroit,3925,Bowling Green State University Fine Art Galleries,1
36,in Detroit,3793,NASCAR Hall of Fame,1
37,in Detroit,2390,Durand Union Station,2
38,in Detroit,2374,Colonial Michilimackinac,1
39,in Detroit,2628,Grand Portage National Monument,1
40,in Detroit,2480,Museum of Contemporary Art Detroit,5
41,in Detroit,2529,Steam Railroading Institute,1
42,in Detroit,3786,Museum of Anthropology at Wake Forest University,1
43,in Detroit,2347,American Museum of Magic,1
44,in Detroit,3517,Ner-A-Car Motorcycle Museum,1
45,in Detroit,2533,Tawas Point Light,1
46,in Detroit,2585,Bunnell House,1
47,in Detroit,2400,Ferris State University Fine Art Gallery,1
48,in Detroit,2501,Point Betsie Light,1
49,in Detroit,4207,Erie Maritime Museum,1
50,in Detroit,2354,Automotive Hall of Fame,5
51,in Detroit,5457,National Museum of African American History and Culture,1
52,in Detroit,4921,George Washington Masonic National Memorial,1
53,in Detroit,5454,National Gallery of Art,1
54,in Detroit,1144,Black Hawk State Historic Site,1
55,in Detroit,4846,Albert and Shirley Small Special Collections Library,1
56,in Detroit,2511,University of Michigan School of Art & Design Galleries,3
57,in Detroit,3504,National Baseball Hall of Fame and Museum,1
58,in Detroit,2546,Walker Tavern,1
59,in Detroit,2525,Southern Michigan Railroad Museum,1
60,in Detroit,3388,Fort Stanwix National Monument,1
61,in Detroit,2538,Ukrainian American Archives and Museum of Detroit,4
62,in Detroit,2452,Loren Andrus Octagon House,3
0,"opened on Veterans Day, attended by top military officials",3762,Liberty Hall,1
1,"opened on Veterans Day, attended by top military officials",5057,U.S. Army Transportation Museum,4
2,"opened on Veterans Day, attended by top military officials",3640,Washington's Headquarters State Historic Site,1
3,"opened on Veterans Day, attended by top military officials",1378,Conner Prairie,1
4,"opened on Veterans Day, attended by top military officials",37,Gulf Coast Exploreum Science Center,1
5,"opened on Veterans Day, attended by top military officials",1926,Loring Military Heritage Center,3
6,"opened on Veterans Day, attended by top military officials",5691,Seattle Art Museum,1
7,"opened on Veterans Day, attended by top military officials",1108,Captain John Mullan Museum,1
8,"opened on Veterans Day, attended by top military officials",939,Truman Little White House,1
9,"opened on Veterans Day, attended by top military officials",5483,United States Holocaust Memorial Museum,2
10,"opened on Veterans Day, attended by top military officials",994,Fort King George Historical Site,1
11,"opened on Veterans Day, attended by top military officials",2629,Great Lakes Aquarium,1
12,"opened on Veterans Day, attended by top military officials",1361,The Barns at Nappanee,1
13,"opened on Veterans Day, attended by top military officials",449,Barnum Museum,1
14,"opened on Veterans Day, attended by top military officials",1326,Southern Illinois University Edwardsville ADW Gallery,1
15,"opened on Veterans Day, attended by top military officials",217,Clinton Presidential Center,1
16,"opened on Veterans Day, attended by top military officials",3962,Fort Meigs,1
17,"opened on Veterans Day, attended by top military officials",204,Arkansas Inland Maritime Museum,1
18,"opened on Veterans Day, attended by top military officials",246,Little Rock Central High School,2
19,"opened on Veterans Day, attended by top military officials",1172,Deerfield Historic Village,2
20,"opened on Veterans Day, attended by top military officials",879,Palmetto Historical Park,1
21,"opened on Veterans Day, attended by top military officials",692,Dade Battlefield Historic State Park,1
22,"opened on Veterans Day, attended by top military officials",5119,Fort Vancouver National Historic Site,1
23,"opened on Veterans Day, attended by top military officials",5459,National Museum of American History,2
24,"opened on Veterans Day, attended by top military officials",520,Mark Twain House and Museum,1
25,"opened on Veterans Day, attended by top military officials",782,Jonathan Dickinson State Park,1
