query,museum_id,museum_name,score,rel
museums are located on the university campuses,2961,Museum of Nebraska Art,2.537458478,5
museums are located on the university campuses,1170,David Adler Music and Arts Center,2.530666651,2
museums are located on the university campuses,335,Wells Fargo History Museum,2.528296826,1
museums are located on the university campuses,4485,Clemson Area African American Museum,2.518339339,1
museums are located on the university campuses,4464,Tomaquag Indian Memorial Museum,2.506806934,1
museums are located on the university campuses,3849,Weatherspoon Art Museum,2.504888707,5
museums are located on the university campuses,4890,Chrysler Museum of Art,2.501005829,3
museums are located on the university campuses,369,El Pueblo History Museum,2.483356667,1
museums are located on the university campuses,3805,North Carolina Museum of Natural Sciences,2.482130401,1
museums are located on the university campuses,807,Lowe Art Museum,2.480374618,3
museums are located on the university campuses,3518,Neuberger Museum of Art,2.477744082,5
museums are located on the university campuses,3216,Zimmerli Art Museum,2.473124411,5
museums are located on the university campuses,2436,Impression 5 Science Center,2.46003066,1
museums are located on the university campuses,1788,Speed Art Museum,2.459743214,5
museums are located on the university campuses,5005,Peninsula Fine Arts Center,2.453424269,1
museums are located on the university campuses,2286,Peabody Essex Museum,2.445823819,1
museums are located on the university campuses,2934,El Museo Latino,2.435461752,1
museums are located on the university campuses,4253,Houdini Museum,2.434880857,1
museums are located on the university campuses,5460,National Museum of the American Indian,2.43482873,1
museums are located on the university campuses,3240,Ernie Pyle House/Library,2.430868754,1
museums are located on the university campuses,1677,Marianna Kistler Beach Museum of Art,2.428890806,5
museums are located on the university campuses,53,Moundville Archaeological Park,2.427310305,2
museums are located on the university campuses,2287,Peabody Museum of Archaeology and Ethnology,2.427283493,5
museums are located on the university campuses,3868,Fargo Air Museum,2.426966434,1
museums are located on the university campuses,5683,Giant Shoe Museum,2.416021292,1
museums are located on the university campuses,5069,Virginia Museum of Fine Arts,2.402392446,3
museums are located on the university campuses,364,Dinosaur Journey Museum,2.376833664,1
museums are located on the university campuses,933,Tampa Bay History Center,2.37634909,1
museums are located on the university campuses,3214,Wortendyke Barn Museum,2.369879946,1
museums are located on the university campuses,4983,Moses Myers House,2.368539595,1
museums are located on the university campuses,4995,Norfolk History Museum at the Willoughby-Baylor House,2.368539595,1
museums are located on the university campuses,1262,Loyola University Museum of Art,2.366521533,5
museums are located on the university campuses,1056,SCAD Museum of Art,2.366193149,5
museums are located on the university campuses,159,Museum of Northern Arizona,2.347008055,1
museums are located on the university campuses,899,Rubell Museum,2.336176015,1
museums are located on the university campuses,3212,Wicoff House Museum,2.334487564,1
museums are located on the university campuses,4690,Pink Palace Museum and Planetarium,2.320934955,1
museums are located on the university campuses,5686,Museum of Museums,2.320103138,1
museums are located on the university campuses,1639,Combat Air Museum,2.3167853,1
museums are located on the university campuses,2902,Missoula Art Museum,2.3052478,1
museums are located on the university campuses,2322,Waters Farm,2.303608305,1
museums are located on the university campuses,4959,Legacy Museum of African American History,2.300882513,1
museums are located on the university campuses,3191,Silas Riggs House,2.299249219,1
museums are located on the university campuses,1583,National Czech & Slovak Museum & Library,2.293787275,1
museums are located on the university campuses,1008,Gertrude Herbert Institute of Art,2.290841628,1
museums are located on the university campuses,3326,Buffalo AKG Art Museum,2.281464415,3
museums are located on the university campuses,5475,Rubell Museum DC,2.280282319,1
museums are located on the university campuses,1504,Studebaker National Museum,2.279301741,1
museums are located on the university campuses,5219,Heritage Farm Museum and Village,2.279034823,1
museums are located on the university campuses,1556,Grout Museum,2.271312397,1
museums are located on the university campuses,5,Alabama Museum of Natural History,2.267139354,5
museums are located on the university campuses,2325,Wenham Museum,2.255501664,1
museums are located on the university campuses,5607,Carnegie Museum of Natural History,2.239394043,2
museums are located on the university campuses,330,Tahoe Maritime Museum,2.233732868,1
museums are located on the university campuses,5454,National Gallery of Art,2.230641024,1
museums are located on the university campuses,2392,Eagle Harbor Lighthouse and Museums,2.223683874,1
museums are located on the university campuses,5644,Harbor Gallery at University of Massachusetts Boston,2.221651336,5
museums are located on the university campuses,1641,Dalton Gang Hideout and Museum,2.211795661,1
museums are located on the university campuses,3250,Harwood Museum of Art,2.205869239,1
museums are located on the university campuses,2738,Wilkin County Museum,2.199365343,1
museums are located on the university campuses,2073,Patuxent River Naval Air Museum,2.198370535,1
museums are located on the university campuses,3806,North Carolina Museum of Natural Sciences at Whiteville,2.188495097,1
museums are located on the university campuses,347,Buell Children's Museum,2.181595449,1
museums are located on the university campuses,2946,Great Plains Black History Museum,2.181291236,1
museums are located on the university campuses,432,Vintage Aero Flying Museum,2.173789559,1
museums are located on the university campuses,59,Old Courthouse Museum,2.167005085,1
museums are located on the university campuses,4791,American Museum of Fly Fishing,2.165074435,3
museums in the east coast,1031,Maritime Center at Historic Coast Guard Station,9.721681709,5
museums in the east coast,750,Gold Coast Railroad Museum,9.408107853,3
museums in the east coast,731,Florida Railroad Museum,8.740606911,3
museums in the east coast,774,House of Refuge Museum at Gilbert's Bar,8.676402589,3
museums in the east coast,1274,Mitchell Museum of the American Indian,7.854013859,2
museums in the east coast,2262,Nantucket Life-Saving Museum,7.516908017,5
museums in the east coast,2124,Battleship Cove,7.35949205,5
museums in the east coast,2198,Heritage Museums and Gardens,7.19701657,5
museums in the east coast,658,Brooksville Railroad Depot Museum,6.861740757,3
museums in the east coast,3157,Naval Air Station Wildwood Aviation Museum,6.684791743,5
museums in the east coast,2768,Maritime & Seafood Industry Museum,6.664485245,4
museums in the east coast,2075,Piney Point Light,6.554223263,4
museums in the east coast,3953,Fairport Harbor Marine Museum and Lighthouse,6.541979776,3
museums in the east coast,943,Valiant Air Command Warbird Museum,6.524741312,3
museums in the east coast,3716,Graveyard of the Atlantic Museum,6.485547507,5
museums in the east coast,2459,Marquette Maritime Museum,6.383119775,3
museums in the east coast,5000,Virginia Beach Surf & Rescue Museum,6.271891739,5
museums in the east coast,842,Museum of Arts and Sciences,6.156208357,3
museums in the east coast,2727,Two Harbors Light Station,6.152820758,3
museums in the east coast,1227,International Museum of Surgical Science,6.086246432,2
museums in the east coast,1931,Maine Maritime Museum,6.068102814,5
museums in the east coast,3070,Barnegat Lighthouse,5.963112766,5
museums in the east coast,20,Birmingham Museum of Art,5.949666442,2
museums in the east coast,285,California State Capitol Museum,5.919026654,2
museums in the east coast,820,McLarty Treasure Museum,5.896824374,3
museums in the east coast,719,Florida Agricultural Museum,5.81404085,3
museums in the east coast,5566,"Long Island Museum of American Art, History, and Carriages",5.812391646,5
museums in the east coast,3800,North Carolina Maritime Museum,5.794014628,5
museums in the east coast,3801,North Carolina Maritime Museum at Southport,5.794014628,5
museums in the east coast,3802,North Carolina Maritime Museum on Roanoke Island,5.794014628,5
museums in the east coast,621,Zwaanendael Museum,5.68978773,5
museums in the east coast,3065,Aviation Hall of Fame and Museum of New Jersey,5.664260341,4
museums in the east coast,1964,Portland Head Light,5.547333176,5
museums in the east coast,2799,Walter Anderson Museum of Art,5.42874524,3
museums in the east coast,944,Vero Beach Museum of Art,5.42084988,3
museums in the east coast,2392,Eagle Harbor Lighthouse and Museums,5.373485686,3
museums in the east coast,3163,New Jersey State Museum,5.330002157,5
museums in the east coast,5515,Children's Museum of Atlanta,5.319467808,4
museums in the east coast,1734,Federal Hill,5.308978676,4
museums in the east coast,3211,Whippany Railway Museum,5.261078019,5
